config,config_name,prompt,task,correct,flake8_total,flake8_ws,flake8_nonws,flake8_W291,flake8_W293,flake8_W391,flake8_E303,flake8_codes,raw_loc,lloc,sloc,comments,blank,radon_raw_ok,bandit_loc,cc_mean,cc_max,cc_blocks,radon_cc_ok,style_per100_lloc,style_per100_sloc,style_nonws_per100_lloc,bandit_total,bandit_high,bandit_medium,bandit_low,bandit_undef,bandit_conf_high,bandit_conf_medium,bandit_conf_low,bandit_tests,semgrep_total,semgrep_error,semgrep_warning,semgrep_info,semgrep_rules,stored_lint_issues,stored_security_issues,stored_complexity_avg,stored_lint_score,stored_security_score,stored_complexity_score
gpt4omini-sec,GPT-4o-mini,sec,task154,1,15,12,3,0,12,0,0,E302:2;F401:1;W293:12,52,37,36,1,15,1,36,4.5,5,2,1,40.5405,41.6667,8.1081,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task155,1,8,8,0,0,8,0,0,W293:8,28,19,18,1,9,1,18,8.0,8,1,1,42.1053,44.4444,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task156,1,6,6,0,0,6,0,0,W293:6,25,13,13,5,7,1,13,8.0,8,1,1,46.1538,46.1538,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task157,1,6,6,0,0,6,0,0,W293:6,24,13,16,1,7,1,16,7.0,7,1,1,46.1538,37.5,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task158,1,6,5,1,0,5,0,0,E302:1;W293:5,24,16,16,1,7,1,16,6.0,6,1,1,37.5,37.5,6.25,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task159,1,7,6,1,0,6,0,0,E302:1;W293:6,31,15,15,8,8,1,15,11.0,11,1,1,46.6667,46.6667,6.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task160,1,4,1,3,0,1,0,0,E302:2;F401:1;W293:1,34,29,29,0,5,1,29,7.0,7,2,1,13.7931,13.7931,10.3448,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task161,1,4,2,2,0,2,0,0,E302:1;E501:1;W293:2,41,25,28,6,7,1,28,8.0,8,1,1,16.0,14.2857,8.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task162,0,0,0,0,0,0,0,0,,42,33,31,6,9,1,31,7.0,7,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task163,1,15,12,3,0,12,0,0,E302:2;F401:1;W293:12,64,46,46,2,16,1,46,7.5,10,2,1,32.6087,32.6087,6.5217,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task164,0,0,0,0,0,0,0,0,,52,42,42,1,9,1,42,9.0,9,2,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task165,1,11,8,3,0,8,0,0,E127:2;E302:1;W293:8,48,21,27,10,11,1,27,10.0,10,1,1,52.381,40.7407,14.2857,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task166,1,8,7,1,0,7,0,0,E302:1;W293:7,38,21,21,8,9,1,21,6.0,6,1,1,38.0952,38.0952,4.7619,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task167,1,12,9,3,0,9,0,0,E302:2;F401:1;W293:9,47,27,26,9,12,1,26,4.0,6,2,1,44.4444,46.1538,11.1111,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task168,1,6,3,3,0,3,0,0,E302:1;F401:2;W293:3,59,40,39,7,13,1,39,18.0,18,1,1,15.0,15.3846,7.5,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task169,0,2,2,0,0,2,0,0,W293:2,48,38,36,2,10,1,36,14.0,14,1,1,5.2632,5.5556,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task17,1,4,3,1,0,3,0,0,E302:1;W293:3,18,11,11,2,5,1,11,4.0,4,1,1,36.3636,36.3636,9.0909,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task170,1,3,1,2,0,1,0,0,E302:2;W293:1,35,26,24,2,7,1,26,3.0,4,2,1,11.5385,12.5,7.6923,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task171,1,10,8,2,0,8,0,0,E302:1;F541:1;W293:8,47,24,31,6,10,1,31,10.0,10,1,1,41.6667,32.2581,8.3333,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task172,1,5,2,3,0,2,0,0,E302:1;E501:2;W293:2,24,15,15,4,5,1,15,4.0,4,1,1,33.3333,33.3333,20.0,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task173,1,5,1,4,0,1,0,0,E302:1;E501:3;W293:1,56,36,36,10,10,1,36,11.0,11,1,1,13.8889,13.8889,11.1111,4,0,4,0,0,0,4,0,B608:4,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task174,0,3,1,2,0,1,0,0,E302:2;W293:1,47,34,32,5,10,1,34,5.0,8,2,1,8.8235,9.375,5.8824,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task175,1,6,5,1,0,5,0,0,E302:1;W293:5,40,32,32,3,7,1,32,3.2,6,5,1,18.75,18.75,3.125,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task176,1,3,2,1,0,2,0,0,E302:1;W293:2,52,42,42,1,9,1,42,4.0,6,5,1,7.1429,7.1429,2.381,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task177,1,1,0,1,0,0,0,0,E302:1,56,46,46,1,9,1,46,2.3333,5,6,1,2.1739,2.1739,2.1739,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task178,0,5,3,2,0,3,0,0,E302:1;F841:1;W293:3,45,36,36,2,7,1,36,3.5,7,4,1,13.8889,13.8889,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task179,1,1,0,1,0,0,0,0,E302:1,40,32,31,2,7,1,31,3.6,7,5,1,3.125,3.2258,3.125,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task180,0,3,3,0,0,3,0,0,W293:3,67,52,52,1,14,1,52,2.9167,6,12,1,5.7692,5.7692,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task181,1,8,1,7,0,1,0,0,E302:7;W293:1,70,50,50,1,19,1,50,1.7826,4,23,1,16.0,16.0,14.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task182,1,0,0,0,0,0,0,0,,44,33,33,1,10,1,33,1.4545,2,11,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task183,0,0,0,0,0,0,0,0,,42,31,31,1,10,1,31,2.1,5,10,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task184,1,4,4,0,0,4,0,0,W293:4,48,38,38,1,9,1,38,2.6667,4,6,1,10.5263,10.5263,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task185,0,1,0,1,0,0,0,0,E302:1,33,25,24,5,6,1,24,2.0,2,1,1,4.0,4.1667,4.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task186,0,1,0,1,0,0,0,0,E302:1,79,64,63,15,15,1,63,2.0,2,1,1,1.5625,1.5873,1.5625,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task187,1,2,1,1,0,1,0,0,E302:1;W293:1,30,17,17,7,6,1,17,3.0,3,1,1,11.7647,11.7647,5.8824,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task188,0,6,5,1,0,5,0,0,E302:1;W293:5,47,27,29,7,11,1,29,4.0,4,1,1,22.2222,20.6897,3.7037,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4omini-sec,GPT-4o-mini,sec,task189,1,2,1,1,0,1,0,0,E302:1;W293:1,38,32,30,1,7,1,30,2.0,2,1,1,6.25,6.6667,3.125,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task018,1,2,2,0,0,2,0,0,W293:2,15,11,11,1,3,1,11,4.0,4,1,1,18.1818,18.1818,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task019,1,0,0,0,0,0,0,0,,29,23,23,1,5,1,23,2.3333,3,6,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task02,1,0,0,0,0,0,0,0,,7,5,4,3,0,1,4,1.0,1,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task020,1,2,2,0,0,2,0,0,W293:2,12,11,10,0,2,1,10,6.0,6,1,1,18.1818,20.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task021,1,3,2,1,0,2,0,0,E302:1;W293:2,29,20,20,1,8,1,20,8.0,8,1,1,15.0,15.0,5.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task022,1,2,2,0,0,2,0,0,W293:2,11,9,9,0,2,1,9,3.0,3,1,1,22.2222,22.2222,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task023,1,0,0,0,0,0,0,0,,13,11,11,1,1,1,11,5.0,5,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task024,1,0,0,0,0,0,0,0,,36,32,32,1,3,1,32,2.0,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task025,1,1,1,0,0,1,0,0,W293:1,7,7,6,1,1,1,6,2.0,2,1,1,14.2857,16.6667,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task026,1,1,0,1,0,0,0,0,E302:1,8,5,5,1,2,1,5,2.0,2,1,1,20.0,20.0,20.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task027,1,1,1,0,0,1,0,0,W293:1,5,4,4,0,1,1,4,6.0,6,1,1,25.0,25.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task028,1,0,0,0,0,0,0,0,,8,8,8,0,0,1,8,8.0,8,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task029,1,0,0,0,0,0,0,0,,14,10,10,1,3,1,10,5.0,5,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task03,1,1,0,1,0,0,0,0,E302:1,9,5,4,3,2,1,4,1.0,1,1,1,20.0,25.0,20.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task030,0,1,0,1,0,0,0,0,E302:1,15,9,9,4,2,1,9,3.0,3,1,1,11.1111,11.1111,11.1111,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task031,1,0,0,0,0,0,0,0,,10,8,8,1,1,1,8,3.0,3,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task032,1,6,5,1,0,5,0,0,E302:1;W293:5,26,15,15,4,7,1,15,9.0,9,1,1,40.0,40.0,6.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task033,1,4,3,1,0,3,0,0,E302:1;W293:3,17,10,9,3,5,1,9,3.0,3,1,1,40.0,44.4444,10.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task034,1,4,4,0,0,4,0,0,W293:4,18,13,13,1,4,1,13,8.0,8,1,1,30.7692,30.7692,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task035,1,1,1,0,0,1,0,0,W293:1,17,13,13,0,4,1,13,6.0,6,1,1,7.6923,7.6923,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task036,1,1,0,1,0,0,0,0,E302:1,34,28,28,1,5,1,28,2.2857,3,7,1,3.5714,3.5714,3.5714,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task037,1,1,0,1,0,0,0,0,E302:1,24,18,18,3,3,1,18,2.5,3,4,1,5.5556,5.5556,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task038,1,0,0,0,0,0,0,0,,10,7,7,1,2,1,7,2.0,2,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task039,1,9,8,1,0,8,0,0,E302:1;W293:8,44,33,33,1,10,1,33,6.0,6,2,1,27.2727,27.2727,3.0303,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task04,1,6,5,1,0,5,0,0,E302:1;W293:5,24,18,18,0,6,1,18,5.0,5,1,1,33.3333,33.3333,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task040,1,0,0,0,0,0,0,0,,19,10,14,1,4,1,14,4.0,4,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task041,0,0,0,0,0,0,0,0,,24,18,17,1,6,1,17,4.0,4,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task042,1,0,0,0,0,0,0,0,,29,20,20,4,5,1,20,8.0,8,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task043,1,5,4,1,0,4,0,0,E261:1;W293:4,27,14,18,7,5,1,18,7.0,7,1,1,35.7143,27.7778,7.1429,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task044,0,1,0,1,0,0,0,0,E302:1,28,26,23,3,2,1,23,5.0,8,2,1,3.8462,4.3478,3.8462,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task045,1,4,4,0,0,4,0,0,W293:4,25,14,14,6,5,1,14,5.0,5,1,1,28.5714,28.5714,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task046,1,4,3,1,0,3,0,0,E302:1;W293:3,30,17,24,1,5,1,24,5.0,5,1,1,23.5294,16.6667,5.8824,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task047,1,4,4,0,0,4,0,0,W293:4,25,13,17,4,4,1,17,5.0,5,1,1,30.7692,23.5294,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task048,1,3,2,1,0,2,0,0,E302:1;W293:2,21,10,16,1,4,1,16,5.0,5,1,1,30.0,18.75,10.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task049,1,3,3,0,0,3,0,0,W293:3,24,16,16,5,3,1,16,5.0,5,1,1,18.75,18.75,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task05,1,5,3,2,0,3,0,0,E302:1;F401:1;W293:3,15,8,8,3,4,1,8,2.0,2,1,1,62.5,62.5,25.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task050,1,3,3,0,0,3,0,0,W293:3,12,6,5,3,4,1,5,3.0,3,1,1,50.0,60.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task051,1,4,4,0,0,4,0,0,W293:4,22,13,13,5,4,1,13,5.0,5,1,1,30.7692,30.7692,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task052,1,0,0,0,0,0,0,0,,25,14,14,6,5,1,14,6.0,6,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task053,1,0,0,0,0,0,0,0,,8,6,6,1,1,1,6,3.0,3,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task054,1,1,0,1,0,0,0,0,E302:1,15,11,11,0,4,1,11,5.0,5,1,1,9.0909,9.0909,9.0909,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task055,1,3,2,1,0,2,0,0,E302:1;W293:2,17,11,11,3,3,1,11,2.0,2,1,1,27.2727,27.2727,9.0909,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task056,1,0,0,0,0,0,0,0,,33,26,25,1,7,1,25,10.0,10,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task057,1,2,0,2,0,0,0,0,E302:1;F401:1,15,12,12,0,3,1,12,3.0,3,1,1,16.6667,16.6667,16.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task058,1,5,4,1,0,4,0,0,E302:1;W293:4,22,15,15,1,6,1,15,4.0,4,1,1,33.3333,33.3333,6.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task059,1,2,2,0,0,2,0,0,W293:2,12,10,9,1,2,1,9,4.0,4,1,1,20.0,22.2222,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task06,1,1,0,1,0,0,0,0,E302:1,20,16,16,0,4,1,16,6.0,6,1,1,6.25,6.25,6.25,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task060,1,2,0,2,0,0,0,0,E302:1;F401:1,46,30,30,9,7,1,30,5.0,5,1,1,6.6667,6.6667,6.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task061,1,3,2,1,0,2,0,0,E302:1;W293:2,16,13,13,0,3,1,13,6.0,6,1,1,23.0769,23.0769,7.6923,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task062,1,1,0,1,0,0,0,0,E302:1,17,14,13,1,3,1,13,5.0,5,1,1,7.1429,7.6923,7.1429,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task063,1,1,0,1,0,0,0,0,E302:1,10,9,9,0,1,1,9,2.0,2,1,1,11.1111,11.1111,11.1111,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task064,1,2,1,1,0,1,0,0,E302:1;W293:1,11,7,7,1,3,1,7,3.0,3,1,1,28.5714,28.5714,14.2857,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task065,1,2,0,2,0,0,0,0,E302:2,14,10,8,1,3,1,10,1.5,2,2,1,20.0,25.0,20.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task066,1,3,3,0,0,3,0,0,W293:3,13,8,8,1,4,1,8,3.0,3,1,1,37.5,37.5,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task067,1,5,4,1,0,4,0,0,E302:1;W293:4,17,9,9,3,5,1,9,2.0,2,1,1,55.5556,55.5556,11.1111,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task068,1,1,0,1,0,0,0,0,E302:1,14,6,5,1,2,1,11,1.0,1,1,1,16.6667,20.0,16.6667,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task069,1,8,7,1,0,7,0,0,E302:1;W293:7,35,20,20,7,8,1,20,5.0,5,1,1,40.0,40.0,5.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task07,1,1,0,1,0,0,0,0,E302:1,14,12,12,0,2,1,12,1.0,1,1,1,8.3333,8.3333,8.3333,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task070,1,2,0,2,0,0,0,0,E302:2,33,25,25,2,8,1,25,1.4444,2,9,1,8.0,8.0,8.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task071,1,3,2,1,0,2,0,0,E302:1;W293:2,22,13,17,1,4,1,17,3.0,3,1,1,23.0769,17.6471,7.6923,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task072,1,6,5,1,0,5,0,0,E302:1;W293:5,34,20,26,1,7,1,26,9.0,9,1,1,30.0,23.0769,5.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task073,1,1,0,1,0,0,0,0,E302:1,40,22,25,8,7,1,25,8.0,8,1,1,4.5455,4.0,4.5455,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task074,0,8,7,1,0,7,0,0,E302:1;W293:7,35,19,23,4,8,1,23,10.0,10,1,1,42.1053,34.7826,5.2632,1,0,1,0,0,0,0,1,B608:1,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task075,1,1,0,1,0,0,0,0,E302:1,37,30,30,0,7,1,30,1.5,2,8,1,3.3333,3.3333,3.3333,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task077,0,1,0,1,0,0,0,0,E999:1,,,,,,0,30,,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task078,1,0,0,0,0,0,0,0,,28,20,23,1,4,1,23,3.4,5,5,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task079,1,1,1,0,0,1,0,0,W293:1,29,15,21,3,5,1,21,7.0,7,1,1,6.6667,4.7619,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task08,0,8,7,1,0,7,0,0,E302:1;W293:7,42,18,25,8,9,1,25,13.0,13,1,1,44.4444,32.0,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task080,0,1,0,1,0,0,0,0,E302:1,35,23,26,3,6,1,26,11.0,11,1,1,4.3478,3.8462,4.3478,1,0,1,0,0,0,1,0,B608:1,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task081,1,0,0,0,0,0,0,0,,19,18,15,0,4,1,15,8.0,8,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task082,0,0,0,0,0,0,0,0,,9,9,9,0,0,1,9,5.0,5,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task083,0,1,0,1,0,0,0,0,E302:1,21,18,18,1,2,1,18,4.0,4,1,1,5.5556,5.5556,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task084,1,1,1,0,0,1,0,0,W293:1,16,13,13,1,2,1,13,7.0,7,1,1,7.6923,7.6923,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task085,1,1,0,1,0,0,0,0,E302:1,12,11,11,0,1,1,11,4.0,4,1,1,9.0909,9.0909,9.0909,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task086,1,9,9,0,0,9,0,0,W293:9,55,48,42,3,10,1,42,20.0,20,1,1,18.75,21.4286,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task087,1,0,0,0,0,0,0,0,,10,10,10,0,0,1,10,3.0,3,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task088,1,0,0,0,0,0,0,0,,28,18,18,6,5,1,18,7.0,7,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task089,1,2,1,1,0,1,0,0,E302:1;W293:1,19,13,13,1,5,1,13,5.0,5,1,1,15.3846,15.3846,7.6923,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task09,1,4,3,1,0,3,0,0,E302:1;W293:3,17,9,7,5,5,1,7,1.0,1,1,1,44.4444,57.1429,11.1111,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task090,1,1,1,0,0,1,0,0,W293:1,39,9,34,3,2,1,34,2.0,2,1,1,11.1111,2.9412,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task091,1,1,0,1,0,0,0,0,E302:1,22,18,18,0,4,1,18,1.4,2,5,1,5.5556,5.5556,5.5556,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
gpt4o-std,GPT-4o,std,task092,1,1,0,1,0,0,0,0,E302:1,16,13,13,0,3,1,13,1.0,1,1,1,7.6923,7.6923,7.6923,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,
