config,model,prompt,task,pre_audit_pass,post_audit_pass
gpt4o-sec,GPT-4o,sec,task119,True,True
gpt4o-sec,GPT-4o,sec,task12,False,True
gpt4o-sec,GPT-4o,sec,task120,True,True
gpt4o-sec,GPT-4o,sec,task121,True,True
gpt4o-sec,GPT-4o,sec,task122,True,True
gpt4o-sec,GPT-4o,sec,task123,True,True
gpt4o-sec,GPT-4o,sec,task124,True,True
gpt4o-sec,GPT-4o,sec,task125,True,True
gpt4o-sec,GPT-4o,sec,task126,True,True
gpt4o-sec,GPT-4o,sec,task127,True,True
gpt4o-sec,GPT-4o,sec,task128,True,True
gpt4o-sec,GPT-4o,sec,task13,True,True
gpt4o-sec,GPT-4o,sec,task130,True,True
gpt4o-sec,GPT-4o,sec,task131,True,True
gpt4o-sec,GPT-4o,sec,task132,True,True
gpt4o-sec,GPT-4o,sec,task133,True,True
gpt4o-sec,GPT-4o,sec,task134,True,True
gpt4o-sec,GPT-4o,sec,task135,True,True
gpt4o-sec,GPT-4o,sec,task136,True,True
gpt4o-sec,GPT-4o,sec,task137,False,False
gpt4o-sec,GPT-4o,sec,task138,True,True
gpt4o-sec,GPT-4o,sec,task139,True,True
gpt4o-sec,GPT-4o,sec,task14,False,False
gpt4o-sec,GPT-4o,sec,task15,True,True
gpt4o-sec,GPT-4o,sec,task17,False,True
gpt56sol-std,GPT-5.6-sol,std,task018,True,True
gpt56sol-std,GPT-5.6-sol,std,task019,True,True
gpt56sol-std,GPT-5.6-sol,std,task02,True,True
gpt56sol-std,GPT-5.6-sol,std,task020,True,True
gpt56sol-std,GPT-5.6-sol,std,task021,True,True
gpt56sol-std,GPT-5.6-sol,std,task022,True,True
gpt56sol-std,GPT-5.6-sol,std,task023,True,True
gpt56sol-std,GPT-5.6-sol,std,task024,True,True
gpt56sol-std,GPT-5.6-sol,std,task025,True,True
gpt56sol-std,GPT-5.6-sol,std,task026,True,True
gpt56sol-std,GPT-5.6-sol,std,task027,True,True
gpt56sol-std,GPT-5.6-sol,std,task028,True,True
gpt56sol-std,GPT-5.6-sol,std,task029,True,True
gpt56sol-std,GPT-5.6-sol,std,task03,True,True
gpt56sol-std,GPT-5.6-sol,std,task030,True,True
gpt56sol-std,GPT-5.6-sol,std,task031,True,True
gpt56sol-std,GPT-5.6-sol,std,task032,True,True
gpt56sol-std,GPT-5.6-sol,std,task033,True,True
gpt56sol-std,GPT-5.6-sol,std,task034,True,True
gpt56sol-std,GPT-5.6-sol,std,task035,True,True
gpt56sol-std,GPT-5.6-sol,std,task036,True,True
gpt56sol-std,GPT-5.6-sol,std,task037,True,True
gpt56sol-std,GPT-5.6-sol,std,task038,True,True
gpt56sol-std,GPT-5.6-sol,std,task039,True,True
gpt56sol-std,GPT-5.6-sol,std,task04,True,True
gpt56sol-std,GPT-5.6-sol,std,task040,True,True
gpt56sol-std,GPT-5.6-sol,std,task041,True,True
gpt56sol-std,GPT-5.6-sol,std,task042,True,True
gpt56sol-std,GPT-5.6-sol,std,task043,True,True
gpt56sol-std,GPT-5.6-sol,std,task044,True,False
gpt56sol-std,GPT-5.6-sol,std,task045,True,True
gpt56sol-std,GPT-5.6-sol,std,task046,True,True
gpt56sol-std,GPT-5.6-sol,std,task047,True,True
gpt56sol-std,GPT-5.6-sol,std,task048,True,True
gpt56sol-std,GPT-5.6-sol,std,task049,True,True
gpt56sol-std,GPT-5.6-sol,std,task05,True,True
gpt56sol-std,GPT-5.6-sol,std,task050,True,True
gpt56sol-std,GPT-5.6-sol,std,task051,True,True
gpt56sol-std,GPT-5.6-sol,std,task052,True,True
gpt56sol-std,GPT-5.6-sol,std,task053,True,True
gpt56sol-std,GPT-5.6-sol,std,task054,True,True
gpt56sol-std,GPT-5.6-sol,std,task055,True,True
gpt56sol-std,GPT-5.6-sol,std,task056,True,True
gpt56sol-std,GPT-5.6-sol,std,task057,True,True
gpt56sol-std,GPT-5.6-sol,std,task058,True,True
gpt56sol-std,GPT-5.6-sol,std,task059,True,True
gpt56sol-std,GPT-5.6-sol,std,task06,True,False
gpt56sol-std,GPT-5.6-sol,std,task060,True,True
gpt56sol-std,GPT-5.6-sol,std,task061,False,True
gpt56sol-std,GPT-5.6-sol,std,task062,True,True
gpt56sol-std,GPT-5.6-sol,std,task063,False,True
gpt56sol-std,GPT-5.6-sol,std,task064,True,True
gpt56sol-std,GPT-5.6-sol,std,task065,True,True
gpt56sol-std,GPT-5.6-sol,std,task066,True,True
gpt56sol-std,GPT-5.6-sol,std,task067,True,True
gpt56sol-std,GPT-5.6-sol,std,task068,True,True
gpt56sol-std,GPT-5.6-sol,std,task069,True,True
gpt56sol-std,GPT-5.6-sol,std,task07,True,True
gpt56sol-std,GPT-5.6-sol,std,task070,False,True
gpt56sol-std,GPT-5.6-sol,std,task071,True,True
gpt56sol-std,GPT-5.6-sol,std,task072,True,True
gpt56sol-std,GPT-5.6-sol,std,task073,True,True
gpt56sol-std,GPT-5.6-sol,std,task074,True,True
gpt56sol-std,GPT-5.6-sol,std,task075,True,True
gpt56sol-std,GPT-5.6-sol,std,task077,True,True
gpt56sol-std,GPT-5.6-sol,std,task078,True,True
gpt56sol-std,GPT-5.6-sol,std,task079,True,True
gpt56sol-std,GPT-5.6-sol,std,task08,True,True
gpt56sol-std,GPT-5.6-sol,std,task080,True,True
gpt56sol-std,GPT-5.6-sol,std,task081,True,True
gpt56sol-std,GPT-5.6-sol,std,task082,True,True
gpt56sol-std,GPT-5.6-sol,std,task083,True,True
gpt56sol-std,GPT-5.6-sol,std,task084,True,True
gpt56sol-std,GPT-5.6-sol,std,task085,True,True
gpt56sol-std,GPT-5.6-sol,std,task086,True,True
gpt56sol-std,GPT-5.6-sol,std,task087,True,True
gpt56sol-std,GPT-5.6-sol,std,task088,True,True
gpt56sol-std,GPT-5.6-sol,std,task089,True,True
gpt56sol-std,GPT-5.6-sol,std,task09,True,True
gpt56sol-std,GPT-5.6-sol,std,task090,True,True
gpt56sol-std,GPT-5.6-sol,std,task091,True,True
gpt56sol-std,GPT-5.6-sol,std,task092,True,True
gpt56sol-std,GPT-5.6-sol,std,task093,True,True
gpt56sol-std,GPT-5.6-sol,std,task094,True,True
gpt56sol-std,GPT-5.6-sol,std,task095,True,True
gpt56sol-std,GPT-5.6-sol,std,task096,True,True
gpt56sol-std,GPT-5.6-sol,std,task097,True,True
gpt56sol-std,GPT-5.6-sol,std,task098,True,True
gpt56sol-std,GPT-5.6-sol,std,task099,True,True
gpt56sol-std,GPT-5.6-sol,std,task10,True,True
gpt56sol-std,GPT-5.6-sol,std,task100,True,True
gpt56sol-std,GPT-5.6-sol,std,task101,True,True
gpt56sol-std,GPT-5.6-sol,std,task102,True,True
gpt56sol-std,GPT-5.6-sol,std,task103,False,True
gpt56sol-std,GPT-5.6-sol,std,task104,True,True
gpt56sol-std,GPT-5.6-sol,std,task105,False,True
gpt56sol-std,GPT-5.6-sol,std,task106,True,True
gpt56sol-std,GPT-5.6-sol,std,task107,True,True
gpt56sol-std,GPT-5.6-sol,std,task108,True,True
gpt56sol-std,GPT-5.6-sol,std,task109,True,True
gpt56sol-std,GPT-5.6-sol,std,task11,True,True
gpt56sol-std,GPT-5.6-sol,std,task110,True,True
gpt56sol-std,GPT-5.6-sol,std,task111,True,True
gpt56sol-std,GPT-5.6-sol,std,task112,True,True
gpt56sol-std,GPT-5.6-sol,std,task113,True,True
gpt56sol-std,GPT-5.6-sol,std,task114,True,True
gpt56sol-std,GPT-5.6-sol,std,task115,True,True
gpt56sol-std,GPT-5.6-sol,std,task116,True,True
gpt56sol-std,GPT-5.6-sol,std,task117,True,True
gpt56sol-std,GPT-5.6-sol,std,task118,True,True
gpt56sol-std,GPT-5.6-sol,std,task119,True,True
gpt56sol-std,GPT-5.6-sol,std,task12,False,True
gpt56sol-std,GPT-5.6-sol,std,task120,True,True
gpt56sol-std,GPT-5.6-sol,std,task121,True,True
gpt56sol-std,GPT-5.6-sol,std,task122,True,True
gpt56sol-std,GPT-5.6-sol,std,task123,True,True
gpt56sol-std,GPT-5.6-sol,std,task124,True,True
gpt56sol-std,GPT-5.6-sol,std,task125,True,True
gpt56sol-std,GPT-5.6-sol,std,task126,True,True
gpt56sol-std,GPT-5.6-sol,std,task127,True,True
gpt56sol-std,GPT-5.6-sol,std,task128,True,True
gpt56sol-std,GPT-5.6-sol,std,task13,True,True
gpt56sol-std,GPT-5.6-sol,std,task130,True,True
gpt56sol-std,GPT-5.6-sol,std,task131,True,True
gpt56sol-std,GPT-5.6-sol,std,task132,True,True
gpt56sol-std,GPT-5.6-sol,std,task133,True,True
gpt56sol-std,GPT-5.6-sol,std,task134,True,True
gpt56sol-std,GPT-5.6-sol,std,task135,True,True
gpt56sol-std,GPT-5.6-sol,std,task136,True,True
gpt56sol-std,GPT-5.6-sol,std,task137,True,True
gpt56sol-std,GPT-5.6-sol,std,task138,True,True
gpt56sol-std,GPT-5.6-sol,std,task139,True,True
gpt56sol-std,GPT-5.6-sol,std,task14,True,True
gpt56sol-std,GPT-5.6-sol,std,task15,True,True
gpt56sol-std,GPT-5.6-sol,std,task17,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task018,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task019,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task02,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task020,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task021,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task022,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task023,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task024,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task025,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task026,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task027,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task028,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task029,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task03,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task030,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task031,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task032,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task033,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task034,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task035,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task036,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task037,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task038,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task039,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task04,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task040,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task041,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task042,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task043,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task044,True,False
gpt56sol-sec,GPT-5.6-sol,sec,task045,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task046,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task047,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task048,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task049,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task05,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task050,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task051,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task052,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task053,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task054,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task055,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task056,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task057,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task058,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task059,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task06,True,False
gpt56sol-sec,GPT-5.6-sol,sec,task060,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task061,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task062,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task063,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task064,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task065,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task066,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task067,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task068,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task069,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task07,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task070,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task071,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task072,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task073,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task074,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task075,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task077,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task078,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task079,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task08,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task080,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task081,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task082,True,False
gpt56sol-sec,GPT-5.6-sol,sec,task083,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task084,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task085,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task086,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task087,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task088,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task089,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task09,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task090,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task091,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task092,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task093,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task094,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task095,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task096,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task097,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task098,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task099,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task10,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task100,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task101,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task102,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task103,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task104,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task105,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task106,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task107,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task108,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task109,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task11,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task110,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task111,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task112,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task113,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task114,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task115,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task116,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task117,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task118,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task119,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task12,False,True
gpt56sol-sec,GPT-5.6-sol,sec,task120,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task121,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task122,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task123,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task124,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task125,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task126,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task127,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task128,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task13,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task130,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task131,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task132,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task133,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task134,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task135,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task136,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task137,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task138,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task139,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task14,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task15,True,True
gpt56sol-sec,GPT-5.6-sol,sec,task17,False,True
haiku45-std,Claude Haiku 4.5,std,task018,True,True
haiku45-std,Claude Haiku 4.5,std,task019,True,True
haiku45-std,Claude Haiku 4.5,std,task02,True,True
haiku45-std,Claude Haiku 4.5,std,task020,True,True
haiku45-std,Claude Haiku 4.5,std,task021,True,True
haiku45-std,Claude Haiku 4.5,std,task022,True,True
haiku45-std,Claude Haiku 4.5,std,task023,True,True
haiku45-std,Claude Haiku 4.5,std,task024,True,True
haiku45-std,Claude Haiku 4.5,std,task025,True,True
haiku45-std,Claude Haiku 4.5,std,task026,True,True
haiku45-std,Claude Haiku 4.5,std,task027,True,True
haiku45-std,Claude Haiku 4.5,std,task028,True,True
haiku45-std,Claude Haiku 4.5,std,task029,True,True
haiku45-std,Claude Haiku 4.5,std,task03,True,True
haiku45-std,Claude Haiku 4.5,std,task030,True,False
haiku45-std,Claude Haiku 4.5,std,task031,True,True
haiku45-std,Claude Haiku 4.5,std,task032,True,True
haiku45-std,Claude Haiku 4.5,std,task033,True,True
haiku45-std,Claude Haiku 4.5,std,task034,True,True
haiku45-std,Claude Haiku 4.5,std,task035,True,True
haiku45-std,Claude Haiku 4.5,std,task036,True,True
haiku45-std,Claude Haiku 4.5,std,task037,True,True
haiku45-std,Claude Haiku 4.5,std,task038,True,True
haiku45-std,Claude Haiku 4.5,std,task039,True,True
haiku45-std,Claude Haiku 4.5,std,task04,True,True
haiku45-std,Claude Haiku 4.5,std,task040,True,True
haiku45-std,Claude Haiku 4.5,std,task041,True,True
haiku45-std,Claude Haiku 4.5,std,task042,True,True
haiku45-std,Claude Haiku 4.5,std,task043,True,True
haiku45-std,Claude Haiku 4.5,std,task044,True,True
haiku45-std,Claude Haiku 4.5,std,task045,True,True
haiku45-std,Claude Haiku 4.5,std,task046,True,True
haiku45-std,Claude Haiku 4.5,std,task047,True,True
haiku45-std,Claude Haiku 4.5,std,task048,True,True
haiku45-std,Claude Haiku 4.5,std,task049,True,True
haiku45-std,Claude Haiku 4.5,std,task05,True,True
haiku45-std,Claude Haiku 4.5,std,task050,True,True
haiku45-std,Claude Haiku 4.5,std,task051,True,True
haiku45-std,Claude Haiku 4.5,std,task052,True,True
haiku45-std,Claude Haiku 4.5,std,task053,True,True
haiku45-std,Claude Haiku 4.5,std,task054,True,True
haiku45-std,Claude Haiku 4.5,std,task055,True,True
haiku45-std,Claude Haiku 4.5,std,task056,True,True
haiku45-std,Claude Haiku 4.5,std,task057,True,True
haiku45-std,Claude Haiku 4.5,std,task058,True,True
haiku45-std,Claude Haiku 4.5,std,task059,True,True
haiku45-std,Claude Haiku 4.5,std,task06,True,True
haiku45-std,Claude Haiku 4.5,std,task060,True,True
haiku45-std,Claude Haiku 4.5,std,task061,False,True
haiku45-std,Claude Haiku 4.5,std,task062,True,True
haiku45-std,Claude Haiku 4.5,std,task063,False,True
haiku45-std,Claude Haiku 4.5,std,task064,True,True
haiku45-std,Claude Haiku 4.5,std,task065,True,True
haiku45-std,Claude Haiku 4.5,std,task066,True,True
haiku45-std,Claude Haiku 4.5,std,task067,True,True
haiku45-std,Claude Haiku 4.5,std,task068,True,True
haiku45-std,Claude Haiku 4.5,std,task069,True,True
haiku45-std,Claude Haiku 4.5,std,task07,True,True
haiku45-std,Claude Haiku 4.5,std,task070,False,True
haiku45-std,Claude Haiku 4.5,std,task071,True,True
haiku45-std,Claude Haiku 4.5,std,task072,True,True
haiku45-std,Claude Haiku 4.5,std,task073,True,True
haiku45-std,Claude Haiku 4.5,std,task074,True,True
haiku45-std,Claude Haiku 4.5,std,task075,True,True
haiku45-std,Claude Haiku 4.5,std,task077,True,True
haiku45-std,Claude Haiku 4.5,std,task078,True,True
haiku45-std,Claude Haiku 4.5,std,task079,True,True
haiku45-std,Claude Haiku 4.5,std,task08,True,True
haiku45-std,Claude Haiku 4.5,std,task080,True,True
haiku45-std,Claude Haiku 4.5,std,task081,True,True
haiku45-std,Claude Haiku 4.5,std,task082,True,True
haiku45-std,Claude Haiku 4.5,std,task083,True,True
haiku45-std,Claude Haiku 4.5,std,task084,True,True
haiku45-std,Claude Haiku 4.5,std,task085,True,True
haiku45-std,Claude Haiku 4.5,std,task086,True,True
haiku45-std,Claude Haiku 4.5,std,task087,True,True
haiku45-std,Claude Haiku 4.5,std,task088,True,True
haiku45-std,Claude Haiku 4.5,std,task089,True,True
haiku45-std,Claude Haiku 4.5,std,task09,True,True
haiku45-std,Claude Haiku 4.5,std,task090,True,True
haiku45-std,Claude Haiku 4.5,std,task091,True,True
haiku45-std,Claude Haiku 4.5,std,task092,True,False
haiku45-std,Claude Haiku 4.5,std,task093,True,True
haiku45-std,Claude Haiku 4.5,std,task094,True,True
haiku45-std,Claude Haiku 4.5,std,task095,True,True
haiku45-std,Claude Haiku 4.5,std,task096,True,True
haiku45-std,Claude Haiku 4.5,std,task097,True,True
haiku45-std,Claude Haiku 4.5,std,task098,True,True
haiku45-std,Claude Haiku 4.5,std,task099,True,True
haiku45-std,Claude Haiku 4.5,std,task10,True,True
haiku45-std,Claude Haiku 4.5,std,task100,True,True
haiku45-std,Claude Haiku 4.5,std,task101,True,True
haiku45-std,Claude Haiku 4.5,std,task102,True,True
haiku45-std,Claude Haiku 4.5,std,task103,False,True
haiku45-std,Claude Haiku 4.5,std,task104,True,True
haiku45-std,Claude Haiku 4.5,std,task105,False,True
haiku45-std,Claude Haiku 4.5,std,task106,True,True
haiku45-std,Claude Haiku 4.5,std,task107,True,True
haiku45-std,Claude Haiku 4.5,std,task108,True,True
haiku45-std,Claude Haiku 4.5,std,task109,True,True
haiku45-std,Claude Haiku 4.5,std,task11,True,True
haiku45-std,Claude Haiku 4.5,std,task110,True,True
haiku45-std,Claude Haiku 4.5,std,task111,True,True
haiku45-std,Claude Haiku 4.5,std,task112,True,True
haiku45-std,Claude Haiku 4.5,std,task113,True,True
haiku45-std,Claude Haiku 4.5,std,task114,True,True
haiku45-std,Claude Haiku 4.5,std,task115,True,True
haiku45-std,Claude Haiku 4.5,std,task116,True,True
haiku45-std,Claude Haiku 4.5,std,task117,True,True
haiku45-std,Claude Haiku 4.5,std,task118,True,True
haiku45-std,Claude Haiku 4.5,std,task119,True,True
haiku45-std,Claude Haiku 4.5,std,task12,False,True
haiku45-std,Claude Haiku 4.5,std,task120,True,True
haiku45-std,Claude Haiku 4.5,std,task121,True,True
haiku45-std,Claude Haiku 4.5,std,task122,True,True
haiku45-std,Claude Haiku 4.5,std,task123,True,True
haiku45-std,Claude Haiku 4.5,std,task124,True,True
haiku45-std,Claude Haiku 4.5,std,task125,True,True
haiku45-std,Claude Haiku 4.5,std,task126,True,True
haiku45-std,Claude Haiku 4.5,std,task127,True,True
haiku45-std,Claude Haiku 4.5,std,task128,True,True
haiku45-std,Claude Haiku 4.5,std,task13,True,True
haiku45-std,Claude Haiku 4.5,std,task130,True,True
haiku45-std,Claude Haiku 4.5,std,task131,True,True
haiku45-std,Claude Haiku 4.5,std,task132,True,True
haiku45-std,Claude Haiku 4.5,std,task133,True,True
haiku45-std,Claude Haiku 4.5,std,task134,True,True
haiku45-std,Claude Haiku 4.5,std,task135,True,True
haiku45-std,Claude Haiku 4.5,std,task136,True,True
haiku45-std,Claude Haiku 4.5,std,task137,True,True
haiku45-std,Claude Haiku 4.5,std,task138,True,True
haiku45-std,Claude Haiku 4.5,std,task139,True,True
haiku45-std,Claude Haiku 4.5,std,task14,True,True
haiku45-std,Claude Haiku 4.5,std,task15,True,False
haiku45-std,Claude Haiku 4.5,std,task17,False,True
haiku45-sec,Claude Haiku 4.5,sec,task018,True,True
haiku45-sec,Claude Haiku 4.5,sec,task019,True,True
haiku45-sec,Claude Haiku 4.5,sec,task02,True,True
haiku45-sec,Claude Haiku 4.5,sec,task020,True,True
haiku45-sec,Claude Haiku 4.5,sec,task021,True,True
haiku45-sec,Claude Haiku 4.5,sec,task022,True,True
haiku45-sec,Claude Haiku 4.5,sec,task023,True,True
haiku45-sec,Claude Haiku 4.5,sec,task024,True,True
haiku45-sec,Claude Haiku 4.5,sec,task025,True,True
haiku45-sec,Claude Haiku 4.5,sec,task026,True,True
haiku45-sec,Claude Haiku 4.5,sec,task027,True,True
haiku45-sec,Claude Haiku 4.5,sec,task028,True,True
haiku45-sec,Claude Haiku 4.5,sec,task029,True,True
haiku45-sec,Claude Haiku 4.5,sec,task03,True,True
haiku45-sec,Claude Haiku 4.5,sec,task030,True,True
haiku45-sec,Claude Haiku 4.5,sec,task031,True,True
haiku45-sec,Claude Haiku 4.5,sec,task032,True,True
haiku45-sec,Claude Haiku 4.5,sec,task033,True,True
haiku45-sec,Claude Haiku 4.5,sec,task034,True,True
haiku45-sec,Claude Haiku 4.5,sec,task035,True,True
haiku45-sec,Claude Haiku 4.5,sec,task036,True,True
haiku45-sec,Claude Haiku 4.5,sec,task037,True,True
haiku45-sec,Claude Haiku 4.5,sec,task038,True,True
haiku45-sec,Claude Haiku 4.5,sec,task039,True,True
haiku45-sec,Claude Haiku 4.5,sec,task04,True,True
haiku45-sec,Claude Haiku 4.5,sec,task040,True,True
haiku45-sec,Claude Haiku 4.5,sec,task041,True,True
haiku45-sec,Claude Haiku 4.5,sec,task042,True,True
haiku45-sec,Claude Haiku 4.5,sec,task043,True,True
haiku45-sec,Claude Haiku 4.5,sec,task044,True,False
haiku45-sec,Claude Haiku 4.5,sec,task045,True,True
haiku45-sec,Claude Haiku 4.5,sec,task046,True,True
haiku45-sec,Claude Haiku 4.5,sec,task047,True,True
haiku45-sec,Claude Haiku 4.5,sec,task048,True,True
haiku45-sec,Claude Haiku 4.5,sec,task049,True,True
haiku45-sec,Claude Haiku 4.5,sec,task05,True,True
haiku45-sec,Claude Haiku 4.5,sec,task050,True,True
haiku45-sec,Claude Haiku 4.5,sec,task051,True,True
haiku45-sec,Claude Haiku 4.5,sec,task052,True,True
haiku45-sec,Claude Haiku 4.5,sec,task053,True,True
haiku45-sec,Claude Haiku 4.5,sec,task054,True,True
haiku45-sec,Claude Haiku 4.5,sec,task055,True,True
haiku45-sec,Claude Haiku 4.5,sec,task056,True,True
haiku45-sec,Claude Haiku 4.5,sec,task057,True,True
haiku45-sec,Claude Haiku 4.5,sec,task058,True,True
haiku45-sec,Claude Haiku 4.5,sec,task059,True,True
haiku45-sec,Claude Haiku 4.5,sec,task06,True,True
haiku45-sec,Claude Haiku 4.5,sec,task060,True,True
